index,order_id,item_id,product_id,quantity,list_price,discount
59,22,1,15,2,529.99,0.2
60,22,2,22,1,269.99,0.05
61,23,1,4,2,2899.99,0.05
62,23,2,23,2,299.99,0.1
63,23,3,13,1,269.99,0.2
64,24,1,3,2,999.99,0.1
65,24,2,18,2,449,0.07
66,25,1,23,2,299.99,0.2
67,25,2,10,2,1549,0.2
68,25,3,22,1,269.99,0.2
69,25,4,14,1,269.99,0.2
70,25,5,21,1,269.99,0.1
71,26,1,7,1,3999.99,0.05
72,26,2,2,1,749.99,0.2
73,26,3,12,1,549.99,0.2
74,26,4,21,2,269.99,0.07
75,27,1,5,1,1320.99,0.2
76,27,2,19,1,449,0.2
77,27,3,26,2,599.99,0.07
78,27,4,8,1,1799.99,0.07
79,28,1,5,1,1320.99,0.05
80,28,2,7,2,3999.99,0.2
81,28,3,14,2,269.99,0.1
82,28,4,6,1,469.99,0.05
83,29,1,24,2,549.99,0.05
84,29,2,6,1,469.99,0.2
85,29,3,21,2,269.99,0.1
86,29,4,8,1,1799.99,0.2
87,29,5,14,2,269.99,0.05
88,30,1,26,1,599.99,0.05
89,30,2,17,1,429,0.07
90,30,3,19,1,449,0.1
91,30,4,4,1,2899.99,0.1
92,30,5,7,2,3999.99,0.1
93,31,1,11,2,1680.99,0.05
94,31,2,9,2,2999.99,0.2
95,32,1,8,2,1799.99,0.07
96,32,2,12,2,549.99,0.07
97,32,3,25,2,499.99,0.1
98,33,1,23,2,299.99,0.07
99,33,2,7,1,3999.99,0.1
100,34,1,8,2,1799.99,0.07
101,34,2,10,2,1549,0.1
102,34,3,17,2,429,0.2
103,35,1,18,1,449,0.05
104,35,2,20,2,599.99,0.05
105,35,3,5,1,1320.99,0.2
106,35,4,21,2,269.99,0.07
107,35,5,22,1,269.99,0.07
108,36,1,9,1,2999.99,0.07
109,36,2,5,1,1320.99,0.05
110,36,3,3,2,999.99,0.2
111,37,1,16,2,599.99,0.05
112,38,1,7,2,3999.99,0.05
113,38,2,23,1,299.99,0.07
114,38,3,25,1,499.99,0.2
115,38,4,10,2,1549,0.1
116,38,5,24,1,549.99,0.07
117,39,1,22,2,269.99,0.2
118,39,2,16,2,599.99,0.2
119,39,3,3,2,999.99,0.05
120,39,4,15,1,529.99,0.1
121,40,1,17,1,429,0.2
122,40,2,8,2,1799.99,0.2
123,41,1,5,1,1320.99,0.1
124,41,2,19,2,449,0.2
125,41,3,26,2,599.99,0.2
126,42,1,19,1,449,0.05
127,43,1,13,2,269.99,0.1
128,43,2,12,2,549.99,0.05
129,44,1,7,1,3999.99,0.1
130,44,2,16,1,599.99,0.05
131,45,1,4,2,2899.99,0.2
132,45,2,22,1,269.99,0.07
133,45,3,21,2,269.99,0.05
134,46,1,17,1,429,0.1
135,47,1,6,1,469.99,0.05
136,47,2,15,1,529.99,0.1
137,47,3,25,2,499.99,0.07
138,47,4,13,1,269.99,0.2
139,48,1,11,1,1680.99,0.1
140,48,2,4,1,2899.99,0.2
141,48,3,5,2,1320.99,0.1
142,48,4,14,2,269.99,0.07
143,49,1,13,2,269.99,0.07
144,50,1,3,1,999.99,0.05
145,50,2,26,2,599.99,0.07
146,50,3,13,2,269.99,0.2
147,51,1,13,1,269.99,0.05
148,51,2,20,1,599.99,0.05
149,51,3,26,2,599.99,0.2
150,52,1,25,1,499.99,0.07
151,53,1,8,2,1799.99,0.2
152,53,2,23,2,299.99,0.05
153,53,3,14,2,269.99,0.2
154,53,4,25,2,499.99,0.1
155,54,1,26,2,599.99,0.2
156,54,2,3,1,999.99,0.2
157,55,1,21,1,269.99,0.05
158,55,2,25,2,499.99,0.2
159,55,3,15,2,529.99,0.2
160,56,1,20,2,599.99,0.07
161,57,1,23,2,299.99,0.1
162,57,2,19,2,449,0.2
163,57,3,13,1,269.99,0.07
164,58,1,14,2,269.99,0.05
165,58,2,18,1,449,0.07
166,58,3,23,1,299.99,0.1
167,59,1,21,1,269.99,0.05
168,59,2,2,1,749.99,0.1
169,59,3,17,2,429,0.1
170,60,1,14,2,269.99,0.05
171,60,2,4,1,2899.99,0.1
172,60,3,15,1,529.99,0.07
173,60,4,22,1,269.99,0.2
174,61,1,25,1,499.99,0.1
175,61,2,15,2,529.99,0.05
176,61,3,5,2,1320.99,0.2
177,62,1,14,1,269.99,0.07
178,62,2,8,2,1799.99,0.1
179,62,3,22,2,269.99,0.1
180,63,1,25,2,499.99,0.1
181,63,2,19,2,449,0.05
182,63,3,3,1,999.99,0.1
183,64,1,25,2,499.99,0.1
184,64,2,22,2,269.99,0.2
185,64,3,23,2,299.99,0.2
186,64,4,24,2,549.99,0.1
187,65,1,12,1,549.99,0.1
188,66,1,2,1,749.99,0.2
189,66,2,23,1,299.99,0.07
190,66,3,12,1,549.99,0.07
191,67,1,23,2,299.99,0.2
192,67,2,12,2,549.99,0.1
193,67,3,21,1,269.99,0.2
194,67,4,5,2,1320.99,0.1
195,67,5,19,1,449,0.2
196,68,1,13,2,269.99,0.07
197,68,2,17,1,429,0.1
198,69,1,22,2,269.99,0.1
199,69,2,5,1,1320.99,0.2
200,69,3,10,1,1549,0.05
201,70,1,3,2,999.99,0.05
202,70,2,18,1,449,0.2
203,70,3,20,1,599.99,0.05
204,71,1,26,2,599.99,0.05
205,71,2,24,1,549.99,0.2
206,71,3,18,1,449,0.1
207,72,1,17,2,429,0.07
208,72,2,12,1,549.99,0.05
209,72,3,13,2,269.99,0.1
210,73,1,22,1,269.99,0.07
211,73,2,26,2,599.99,0.05
212,73,3,3,2,999.99,0.07
213,73,4,25,1,499.99,0.07
214,73,5,23,2,299.99,0.2
215,74,1,16,2,599.99,0.05
216,74,2,6,1,469.99,0.07
217,75,1,3,1,999.99,0.1
218,75,2,7,2,3999.99,0.07
219,75,3,15,1,529.99,0.2
220,76,1,12,1,549.99,0.05
221,76,2,11,2,1680.99,0.1
222,76,3,5,1,1320.99,0.07
223,77,1,20,1,599.99,0.07
224,77,2,24,2,549.99,0.1
225,77,3,26,1,599.99,0.2
226,77,4,25,1,499.99,0.2
227,78,1,17,1,429,0.07
228,78,2,19,1,449,0.2
229,78,3,18,2,449,0.1
230,78,4,14,2,269.99,0.1
231,79,1,9,2,2999.99,0.1
232,79,2,17,2,429,0.05
233,79,3,6,1,469.99,0.1
234,79,4,25,2,499.99,0.07
235,80,1,26,1,599.99,0.1
236,80,2,24,1,549.99,0.1
237,80,3,17,1,429,0.2
238,81,1,10,2,1549,0.2
239,81,2,23,2,299.99,0.05
240,81,3,25,2,499.99,0.05
241,82,1,25,2,499.99,0.1
242,82,2,11,2,1680.99,0.2
243,83,1,20,1,599.99,0.2
244,83,2,3,2,999.99,0.05
245,84,1,23,2,299.99,0.07
246,84,2,15,2,529.99,0.07
247,85,1,4,2,2899.99,0.05
248,85,2,18,1,449,0.07
249,86,1,9,2,2999.99,0.1
250,86,2,23,2,299.99,0.07
251,86,3,21,2,269.99,0.2
252,86,4,15,1,529.99,0.1
253,87,1,20,2,599.99,0.2
254,87,2,23,2,299.99,0.1
255,88,1,10,1,1549,0.07
256,88,2,8,2,1799.99,0.1
257,88,3,7,1,3999.99,0.1
258,89,1,5,1,1320.99,0.05
259,89,2,6,2,469.99,0.1
260,90,1,3,1,999.99,0.1
261,90,2,6,1,469.99,0.07
262,91,1,11,1,1680.99,0.1
263,91,2,25,1,499.99,0.05
264,91,3,15,2,529.99,0.07
265,91,4,13,2,269.99,0.07
266,92,1,8,1,1799.99,0.1
267,93,1,22,2,269.99,0.07
268,93,2,17,1,429,0.05
269,93,3,21,1,269.99,0.1
270,93,4,2,1,749.99,0.2
271,93,5,10,2,1549,0.07
272,94,1,12,1,549.99,0.05
273,94,2,4,1,2899.99,0.2
274,94,3,11,1,1680.99,0.2
275,94,4,21,2,269.99,0.07
276,95,1,10,2,1549,0.2
277,95,2,19,1,449,0.1
278,95,3,8,2,1799.99,0.2
279,95,4,20,2,599.99,0.05
280,96,1,26,1,599.99,0.1
281,96,2,23,1,299.99,0.05
282,97,1,20,2,599.99,0.2
283,97,2,2,1,749.99,0.07
284,97,3,6,2,469.99,0.2
285,97,4,19,1,449,0.1
286,98,1,19,1,449,0.07
287,98,2,21,1,269.99,0.1
288,98,3,2,1,749.99,0.2
289,98,4,22,2,269.99,0.2
290,99,1,13,1,269.99,0.2
291,99,2,21,1,269.99,0.2
292,99,3,25,2,499.99,0.05
293,99,4,7,2,3999.99,0.07
294,99,5,23,2,299.99,0.2
295,100,1,12,2,549.99,0.05
296,100,2,11,2,1680.99,0.1
297,100,3,7,2,3999.99,0.2
298,100,4,16,2,599.99,0.2
299,100,5,24,2,549.99,0.1
300,101,1,12,2,549.99,0.2
301,102,1,15,1,529.99,0.05
302,102,2,22,1,269.99,0.07
303,103,1,17,1,429,0.07
304,103,2,3,1,999.99,0.05
305,103,3,18,1,449,0.2
306,103,4,15,2,529.99,0.1
307,103,5,9,2,2999.99,0.1
308,104,1,19,2,449,0.1
309,104,2,26,1,599.99,0.05
310,105,1,11,2,1680.99,0.2
311,105,2,3,1,999.99,0.05
312,105,3,9,1,2999.99,0.05
313,106,1,17,1,429,0.1
314,106,2,13,2,269.99,0.1
315,107,1,19,1,449,0.2
316,107,2,13,2,269.99,0.1
317,108,1,11,1,1680.99,0.1
318,108,2,22,2,269.99,0.07
319,108,3,16,2,599.99,0.05
320,109,1,22,2,269.99,0.1
321,109,2,6,1,469.99,0.07
322,110,1,14,1,269.99,0.1
323,111,1,14,1,269.99,0.1
324,111,2,12,2,549.99,0.07
325,112,1,23,2,299.99,0.2
326,112,2,25,2,499.99,0.07
327,112,3,24,2,549.99,0.05
328,112,4,5,1,1320.99,0.2
329,113,1,12,2,549.99,0.07
330,113,2,24,2,549.99,0.1
331,113,3,6,1,469.99,0.07
332,113,4,23,1,299.99,0.2
333,113,5,5,2,1320.99,0.2
334,114,1,12,1,549.99,0.05
335,114,2,2,1,749.99,0.07
336,114,3,13,2,269.99,0.1
337,115,1,22,1,269.99,0.2
338,115,2,19,1,449,0.1
339,116,1,26,1,599.99,0.05
340,117,1,22,2,269.99,0.2
341,117,2,26,1,599.99,0.05
342,117,3,14,1,269.99,0.2
343,117,4,19,1,449,0.05
344,118,1,18,1,449,0.07
345,118,2,4,1,2899.99,0.07
346,118,3,6,1,469.99,0.07
347,118,4,3,2,999.99,0.1
348,118,5,23,2,299.99,0.07
349,119,1,25,1,499.99,0.05
350,120,1,13,2,269.99,0.05
351,120,2,6,2,469.99,0.05
352,120,3,10,2,1549,0.05
353,120,4,17,1,429,0.05
354,120,5,16,2,599.99,0.2
355,121,1,5,1,1320.99,0.2
356,121,2,14,2,269.99,0.1
357,121,3,4,2,2899.99,0.1
358,121,4,24,2,549.99,0.07
359,121,5,2,2,749.99,0.05
360,122,1,16,1,599.99,0.1
361,123,1,12,2,549.99,0.1
362,124,1,16,1,599.99,0.05
363,124,2,4,1,2899.99,0.07
364,124,3,7,2,3999.99,0.05
365,125,1,17,1,429,0.1
366,126,1,9,2,2999.99,0.05
367,127,1,17,1,429,0.07
368,127,2,20,1,599.99,0.1
369,127,3,4,2,2899.99,0.07
370,128,1,24,2,549.99,0.1
371,128,2,16,2,599.99,0.1
372,128,3,4,2,2899.99,0.2
373,128,4,3,2,999.99,0.2
374,129,1,18,1,449,0.1
375,129,2,9,1,2999.99,0.1
376,130,1,26,1,599.99,0.05
377,130,2,5,2,1320.99,0.07
378,131,1,22,2,269.99,0.2
379,131,2,4,2,2899.99,0.07
380,131,3,24,2,549.99,0.1
381,132,1,2,2,749.99,0.05
382,132,2,20,1,599.99,0.05
383,132,3,9,1,2999.99,0.1
384,133,1,13,2,269.99,0.05
385,133,2,22,1,269.99,0.2
386,134,1,19,2,449,0.1
387,134,2,2,2,749.99,0.07
388,134,3,18,2,449,0.07
389,135,1,5,2,1320.99,0.05
390,135,2,18,2,449,0.05
391,135,3,25,1,499.99,0.2
392,135,4,2,1,749.99,0.05
393,136,1,7,2,3999.99,0.2
394,136,2,3,2,999.99,0.05
395,137,1,23,1,299.99,0.07
396,137,2,22,1,269.99,0.1
397,138,1,16,2,599.99,0.1
398,138,2,6,1,469.99,0.2
399,139,1,19,2,449,0.07
400,139,2,3,1,999.99,0.07
401,140,1,15,1,529.99,0.2
402,140,2,21,1,269.99,0.2
403,140,3,12,2,549.99,0.2
404,140,4,3,1,999.99,0.05
405,141,1,18,1,449,0.2
406,142,1,16,2,599.99,0.1
407,142,2,11,2,1680.99,0.1
408,142,3,19,1,449,0.07
409,143,1,6,1,469.99,0.2
410,144,1,8,2,1799.99,0.05
411,145,1,11,1,1680.99,0.2
412,145,2,9,2,2999.99,0.1
413,146,1,3,2,999.99,0.2
414,146,2,12,1,549.99,0.1
415,146,3,20,2,599.99,0.1
416,146,4,6,2,469.99,0.05
417,146,5,2,1,749.99,0.07
418,147,1,26,2,599.99,0.2
419,148,1,14,1,269.99,0.05
420,149,1,12,2,549.99,0.07
421,149,2,21,2,269.99,0.07
422,150,1,7,1,3999.99,0.1
423,150,2,3,1,999.99,0.2
424,150,3,17,1,429,0.07
425,150,4,25,2,499.99,0.07
426,151,1,17,1,429,0.1
427,151,2,26,1,599.99,0.1
428,152,1,6,2,469.99,0.2
429,152,2,22,2,269.99,0.2
430,152,3,16,2,599.99,0.07
431,153,1,16,1,599.99,0.07
432,153,2,8,1,1799.99,0.07
433,153,3,15,2,529.99,0.05
434,154,1,12,1,549.99,0.1
435,155,1,8,1,1799.99,0.1
436,156,1,18,2,449,0.2
437,156,2,17,2,429,0.05
438,156,3,6,1,469.99,0.07
439,157,1,4,1,2899.99,0.1
440,157,2,7,2,3999.99,0.07
441,158,1,24,1,549.99,0.1
442,159,1,13,1,269.99,0.2
443,160,1,21,1,269.99,0.07
444,160,2,15,2,529.99,0.07
445,160,3,18,2,449,0.1
446,160,4,11,1,1680.99,0.05
447,161,1,24,2,549.99,0.07
448,161,2,22,1,269.99,0.05
449,161,3,7,2,3999.99,0.05
450,162,1,18,1,449,0.07
451,162,2,21,2,269.99,0.07
452,162,3,3,2,999.99,0.1
453,163,1,12,1,549.99,0.1
454,163,2,18,1,449,0.2
455,164,1,4,2,2899.99,0.05
456,164,2,10,2,1549,0.05
457,164,3,14,1,269.99,0.1
458,165,1,4,2,2899.99,0.05
459,165,2,23,1,299.99,0.2
460,165,3,2,1,749.99,0.05
461,166,1,10,2,1549,0.1
462,166,2,11,1,1680.99,0.2
463,167,1,12,1,549.99,0.05
464,167,2,10,1,1549,0.2
465,167,3,13,2,269.99,0.05
466,167,4,7,2,3999.99,0.05
467,168,1,6,1,469.99,0.1
468,168,2,11,2,1680.99,0.07
469,168,3,12,2,549.99,0.07
470,168,4,22,2,269.99,0.2
471,169,1,20,2,599.99,0.1
472,169,2,5,1,1320.99,0.05
473,169,3,10,1,1549,0.2
474,169,4,11,1,1680.99,0.2
475,169,5,14,2,269.99,0.05
476,170,1,12,2,549.99,0.1
477,170,2,24,1,549.99,0.05
478,170,3,7,1,3999.99,0.2
479,170,4,18,2,449,0.05
480,171,1,8,1,1799.99,0.05
481,172,1,23,1,299.99,0.07
482,172,2,16,1,599.99,0.2
483,173,1,14,1,269.99,0.05
484,173,2,16,1,599.99,0.2
485,173,3,20,2,599.99,0.05
486,174,1,22,2,269.99,0.2
487,174,2,19,2,449,0.1
488,175,1,5,1,1320.99,0.1
489,175,2,2,2,749.99,0.2
490,175,3,21,2,269.99,0.1
491,175,4,19,1,449,0.07
492,176,1,2,2,749.99,0.07
493,176,2,11,2,1680.99,0.2
494,176,3,16,2,599.99,0.05
495,177,1,20,2,599.99,0.1
496,178,1,10,2,1549,0.2
497,178,2,12,1,549.99,0.05
498,178,3,3,1,999.99,0.1
499,178,4,18,1,449,0.07
500,179,1,13,2,269.99,0.05
501,179,2,26,1,599.99,0.1
502,179,3,18,1,449,0.2
503,179,4,12,2,549.99,0.2
504,179,5,20,2,599.99,0.1
505,180,1,16,1,599.99,0.07
506,181,1,10,1,1549,0.05
507,181,2,11,1,1680.99,0.1
508,181,3,15,2,529.99,0.2
509,181,4,24,2,549.99,0.05
510,182,1,25,2,499.99,0.05
511,182,2,24,2,549.99,0.07
512,183,1,11,2,1680.99,0.2
513,183,2,12,2,549.99,0.05
514,183,3,19,1,449,0.07
515,183,4,17,1,429,0.07
516,184,1,4,1,2899.99,0.2
517,184,2,5,1,1320.99,0.1
518,184,3,14,1,269.99,0.1
519,185,1,20,1,599.99,0.1
520,185,2,8,1,1799.99,0.05
521,186,1,4,1,2899.99,0.1
522,186,2,6,1,469.99,0.1
523,187,1,5,1,1320.99,0.05
524,188,1,7,2,3999.99,0.07
525,189,1,16,2,599.99,0.2
526,190,1,24,1,549.99,0.05
527,190,2,15,1,529.99,0.2
528,190,3,3,2,999.99,0.2
529,191,1,25,1,499.99,0.05
530,191,2,12,2,549.99,0.2
531,191,3,3,1,999.99,0.07
532,191,4,8,2,1799.99,0.05
533,191,5,23,1,299.99,0.05
534,192,1,8,2,1799.99,0.1
535,192,2,25,1,499.99,0.07
536,192,3,2,1,749.99,0.05
537,192,4,24,2,549.99,0.07
538,192,5,10,2,1549,0.2
539,193,1,12,2,549.99,0.1
540,194,1,21,2,269.99,0.2
541,195,1,18,1,449,0.2
542,195,2,14,1,269.99,0.05
543,195,3,5,2,1320.99,0.2
544,195,4,4,2,2899.99,0.2
545,195,5,21,2,269.99,0.1
546,196,1,6,1,469.99,0.05
547,196,2,3,2,999.99,0.07
548,196,3,10,2,1549,0.07
549,196,4,12,1,549.99,0.07
550,196,5,20,1,599.99,0.1
551,197,1,4,2,2899.99,0.2
552,197,2,2,2,749.99,0.07
553,198,1,6,2,469.99,0.05
554,198,2,20,2,599.99,0.07
555,198,3,8,2,1799.99,0.2
556,198,4,13,2,269.99,0.05
557,198,5,17,1,429,0.05
558,199,1,25,2,499.99,0.05
559,199,2,18,2,449,0.07
560,199,3,4,1,2899.99,0.2
561,200,1,23,2,299.99,0.05
562,200,2,22,2,269.99,0.07
563,201,1,24,1,549.99,0.05
564,201,2,7,1,3999.99,0.2
565,201,3,14,2,269.99,0.1
566,201,4,17,1,429,0.05
567,202,1,8,1,1799.99,0.07
568,202,2,17,1,429,0.05
569,202,3,15,2,529.99,0.05
570,202,4,25,2,499.99,0.05
571,203,1,26,1,599.99,0.05
572,203,2,3,2,999.99,0.1
573,203,3,17,2,429,0.2
574,203,4,19,2,449,0.07
575,204,1,6,2,469.99,0.07
576,204,2,17,2,429,0.1
577,205,1,22,2,269.99,0.05
578,205,2,24,2,549.99,0.1
579,206,1,25,1,499.99,0.05
580,206,2,20,1,599.99,0.2
581,207,1,12,2,549.99,0.2
582,207,2,5,1,1320.99,0.05
583,207,3,11,2,1680.99,0.07
584,207,4,7,2,3999.99,0.1
585,208,1,6,2,469.99,0.05
586,208,2,4,2,2899.99,0.07
587,208,3,3,1,999.99,0.05
588,208,4,12,1,549.99,0.2
589,208,5,10,2,1549,0.05
590,209,1,13,1,269.99,0.1
591,210,1,14,1,269.99,0.07
592,210,2,13,2,269.99,0.2
593,211,1,10,1,1549,0.07
594,211,2,2,2,749.99,0.07
595,212,1,16,2,599.99,0.07
596,212,2,12,2,549.99,0.2
597,212,3,19,1,449,0.1
598,212,4,7,1,3999.99,0.2
599,213,1,13,1,269.99,0.1
600,214,1,21,1,269.99,0.1
601,215,1,19,1,449,0.07
602,215,2,12,2,549.99,0.1
603,216,1,22,2,269.99,0.1
604,216,2,16,2,599.99,0.05
605,217,1,18,1,449,0.1
606,217,2,10,2,1549,0.1
607,217,3,17,1,429,0.07
608,218,1,2,2,749.99,0.1
609,218,2,13,1,269.99,0.07
610,218,3,12,1,549.99,0.05
611,219,1,26,1,599.99,0.05
612,219,2,5,1,1320.99,0.2
613,220,1,6,2,469.99,0.05
614,220,2,25,1,499.99,0.07
615,220,3,22,2,269.99,0.1
616,220,4,3,2,999.99,0.2
617,221,1,11,2,1680.99,0.07
618,222,1,10,1,1549,0.1
619,222,2,2,2,749.99,0.1
620,223,1,7,2,3999.99,0.05
621,223,2,5,1,1320.99,0.2
622,223,3,21,2,269.99,0.1
623,223,4,20,1,599.99,0.05
624,223,5,15,1,529.99,0.05
625,224,1,6,1,469.99,0.07
626,224,2,11,2,1680.99,0.1
627,224,3,10,2,1549,0.2
628,224,4,25,1,499.99,0.05
629,225,1,21,1,269.99,0.1
630,225,2,9,1,2999.99,0.1
631,226,1,2,1,749.99,0.05
632,227,1,3,2,999.99,0.05
633,227,2,15,2,529.99,0.1
634,228,1,25,1,499.99,0.2
635,228,2,2,2,749.99,0.07
636,228,3,23,2,299.99,0.1
637,228,4,4,1,2899.99,0.2
638,228,5,22,1,269.99,0.05
639,229,1,25,2,499.99,0.2
640,229,2,5,2,1320.99,0.1
641,229,3,8,1,1799.99,0.2
642,230,1,11,2,1680.99,0.07
643,231,1,8,2,1799.99,0.07
644,231,2,14,2,269.99,0.2
645,231,3,5,2,1320.99,0.2
646,232,1,18,1,449,0.07
647,232,2,11,2,1680.99,0.05
648,232,3,26,2,599.99,0.07
649,232,4,8,2,1799.99,0.1
650,233,1,14,1,269.99,0.1
651,233,2,16,2,599.99,0.1
652,233,3,12,1,549.99,0.2
653,233,4,15,2,529.99,0.07
654,234,1,11,2,1680.99,0.2
655,234,2,17,2,429,0.05
656,234,3,12,1,549.99,0.1
657,234,4,7,1,3999.99,0.05
658,234,5,23,1,299.99,0.1
659,235,1,6,1,469.99,0.07
660,235,2,13,2,269.99,0.05
661,235,3,7,2,3999.99,0.05
662,236,1,3,2,999.99,0.07
663,236,2,2,2,749.99,0.1
664,236,3,4,2,2899.99,0.1
665,237,1,15,1,529.99,0.2
666,237,2,24,1,549.99,0.07
667,237,3,20,2,599.99,0.2
668,237,4,26,1,599.99,0.05
669,238,1,20,2,599.99,0.2
670,238,2,25,1,499.99,0.07
671,238,3,13,2,269.99,0.2
672,238,4,22,2,269.99,0.05
673,238,5,7,1,3999.99,0.07
674,239,1,16,2,599.99,0.1
675,239,2,21,2,269.99,0.05
676,239,3,18,1,449,0.07
677,239,4,4,2,2899.99,0.07
678,240,1,9,1,2999.99,0.07
679,240,2,8,1,1799.99,0.07
680,240,3,5,1,1320.99,0.07
681,240,4,18,2,449,0.07
682,241,1,7,1,3999.99,0.2
683,242,1,3,1,999.99,0.2
684,243,1,25,2,499.99,0.05
685,243,2,19,2,449,0.07
686,243,3,7,2,3999.99,0.05
687,244,1,19,1,449,0.07
688,244,2,25,1,499.99,0.2
689,244,3,22,1,269.99,0.1
690,245,1,10,2,1549,0.05
691,245,2,8,1,1799.99,0.1
692,246,1,17,2,429,0.2
693,247,1,25,1,499.99,0.07
694,247,2,3,1,999.99,0.2
695,248,1,13,1,269.99,0.1
696,248,2,26,2,599.99,0.1
697,248,3,17,1,429,0.1
698,248,4,9,1,2999.99,0.2
699,249,1,7,2,3999.99,0.05
700,249,2,18,2,449,0.05
701,249,3,22,1,269.99,0.1
702,250,1,17,2,429,0.05
703,250,2,11,2,1680.99,0.1
704,251,1,23,2,299.99,0.2
705,251,2,22,2,269.99,0.05
706,252,1,11,2,1680.99,0.1
707,252,2,4,1,2899.99,0.07
708,252,3,19,1,449,0.1
709,253,1,11,2,1680.99,0.07
710,254,1,6,2,469.99,0.07
711,254,2,3,1,999.99,0.05
712,254,3,12,1,549.99,0.05
713,255,1,5,2,1320.99,0.1
714,255,2,14,1,269.99,0.2
715,255,3,2,2,749.99,0.2
716,255,4,21,1,269.99,0.07
717,256,1,11,1,1680.99,0.1
718,256,2,21,1,269.99,0.05
719,257,1,8,2,1799.99,0.07
720,257,2,13,2,269.99,0.2
721,257,3,10,2,1549,0.1
722,257,4,15,1,529.99,0.1
723,258,1,8,2,1799.99,0.05
724,258,2,4,1,2899.99,0.07
725,258,3,19,1,449,0.07
726,258,4,18,1,449,0.05
727,259,1,26,1,599.99,0.05
728,259,2,6,2,469.99,0.1
729,259,3,2,2,749.99,0.2
730,259,4,4,1,2899.99,0.1
731,260,1,23,2,299.99,0.2
732,260,2,10,1,1549,0.2
733,260,3,24,2,549.99,0.2
734,261,1,16,2,599.99,0.05
735,261,2,14,1,269.99,0.1
736,261,3,17,2,429,0.1
737,262,1,2,1,749.99,0.07
738,262,2,9,2,2999.99,0.05
739,263,1,9,1,2999.99,0.07
740,263,2,3,1,999.99,0.2
741,263,3,2,2,749.99,0.05
742,264,1,10,1,1549,0.2
743,264,2,24,2,549.99,0.05
744,264,3,15,2,529.99,0.1
745,264,4,3,2,999.99,0.07
746,265,1,9,2,2999.99,0.2
747,266,1,6,2,469.99,0.07
748,266,2,19,1,449,0.2
749,266,3,25,1,499.99,0.05
750,267,1,22,2,269.99,0.2
751,267,2,23,2,299.99,0.1
752,267,3,24,1,549.99,0.1
753,267,4,7,2,3999.99,0.07
754,267,5,21,1,269.99,0.05
755,268,1,7,1,3999.99,0.05
756,268,2,6,2,469.99,0.2
757,268,3,9,1,2999.99,0.1
758,269,1,5,1,1320.99,0.07
759,269,2,23,2,299.99,0.07
760,269,3,18,1,449,0.05
761,269,4,3,1,999.99,0.05
762,270,1,25,2,499.99,0.2
763,270,2,15,1,529.99,0.1
764,271,1,11,2,1680.99,0.07
765,271,2,6,2,469.99,0.05
766,271,3,13,1,269.99,0.1
767,271,4,7,2,3999.99,0.1
768,272,1,2,2,749.99,0.07
769,272,2,11,1,1680.99,0.07
770,273,1,21,1,269.99,0.1
771,274,1,11,2,1680.99,0.05
772,274,2,25,2,499.99,0.1
773,274,3,9,2,2999.99,0.07
774,275,1,18,1,449,0.05
775,275,2,25,1,499.99,0.1
776,275,3,7,2,3999.99,0.05
